entered_by,observers,date,year,site,plot,aerial_basal,estimated_total,added_total_datasheet,added_total_excel,bare,dung,lichen,litter,moss,mushroom,Opuntia pads #,Aristida purpurea,Bouteloua gracilis,Bromus tectorum,Hesperostipa comata,Koeleria macrantha,Nassella viridula,Pascopyrum smithii,Poa secunda,Vulpia octoflora,Carex duriuscula,Carex filifolia,Artemisia dracunculus,Artemisia frigida,Artemisia tridentata,Coryphantha vivipara,Gutierrezia sarothrae,Opuntia polyacantha,Allium textile,Alyssum desertorum,Draba reptans,Eremogone hookeri,Hedeoma hispida,Lepidium densiflorum,Lithospermum incisum,Logfia arvensis,Lomatium foeniculaceum,Musineon divaricatum,Oenotherea suffrutescens,Phlox hoodii,Plantago patagonica,Psoralidium tenuiflorum,Sphaeralcea coccinea,Taraxacum officinale,Tragopogon dubius,Vicia americana,Androsace occidentalis,Antennaria parvifolia,Astragalus lotiflorus,Astragalus bisulcatus,Bouteloua dactyloides,Bromus arvensis,Camelina microcarpa,Chamaesyce nutans,Cirsium canescens,Cirsium undulatum,Conyza canadensis,Collomia linearis ,Comandra umbellata,Descurainia pinnata,Descurainia sophia,Draba nemorosa,Elymus elymoides,Erigeron engelmannii,Erigeron divergens/ochroleucus,Erigeron pumilus,Grindelia squarrosa,Lesquerella arenosa,Lesquerella ludoviciana,Leucocrinum montanum,Liatris punctata,Linum rigidum,Lygodesmia juncea,Machaeranthera canescens,Machaeranthera grindelioides,Machaeranthera pinnatifida,Nothocalais cuspidata,Nuttallanthus texanus,Oenotherea suffrutescens,Orobanche fasciculata,Penstemon albidus,Penstemon eriantherus,Pediomelum esculentum,Picradeniopsis oppositifolia,Polygonum aviculare,Scorzonera laciniata,Schedonnardus paniculatus,Sporobolus cryptandrus,Tetraneuris acaulis,Tradescantia occidentalis,Veronica peregrina,Viola nuttallii ,Zigadenus venenosus,Lupinus pusillus,STANDING DEADArtemisia tridentata,STANDING DEAD Bromus arvensis,STANDING DEAD Bromus tectorum,STANDING DEAD Logfia arvensis,STANDING DEAD Pascopyrum smithii,Penstemon sp.,CRCE/LELU/Penstemon sp,Oenothera?,Unknown #7 baby guara?,UNKN8 basal rosette lancroiati,Unk #3 Basal Rosette,Unk #3 soft point leaf KW photo,Unkn #10 small linear leaf KW photo,Cirsium sp.,Oneothera n?,Rock,Moss/Lichen/Bogr overlap,Notes
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,43,Aerial,55,53,53.25,15,0,1,30,0,0,10,0,11,0,0,6,4,2,0.25,0,3,0,0,0,1,0,0,2,0.25,0.25,0.25,,0,0,0,0.5,2,0,0,0,0.25,0,0.5,5,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,Root ingrowth in plot
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,43,Basal,25,24.25,24.25,20,0,1,55,0,0,.,0,8,0,0,4,1,1,0.25,0,1,0,0,0,0.5,0,0,1,0.25,0.25,0.25,,0,0,0,0.25,0.5,0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,44,Aerial,75,78,79,9,0,1,12,0,0,1,0,17,0,0,14,0.5,3,2,0,0.25,0,0,0,0,0,0,0.5,0.25,0.25,0.25,,0,0,0,0.25,2,0,0,0,0.25,0,0,0.25,0,32,0,0,0,0,0,6,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,44,Basal,35,32,31.5,30,0,1,40,0,0,.,0,12,0,0,9,0,2,1,0,0.25,0,0,0,0,0,0,0.5,0.25,0.25,0.25,,0,0,0,0.25,1,.,0,0,0.25,0,0,0.25,0,2,0,0,0,0,0,2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Sally Koerner,6/27/2019,2019,TB,45,Aerial,50,48.5,49.25,40,0,1,5,0,0,1,0,0.5,0,0,10,1,10,0.5,0.25,0,0,0,0,2,0,4,1,0,0.25,0.25,,0,0,0,0,3,0.25,0,0,0,0,0.5,0.5,0,14,0,0,0,0,0,0.5,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,1,,"""Camelina macro"" entered as ""Camelina microcarpa"""
Jill Baty,Sally Koerner,6/27/2019,2019,TB,45,Basal,25,20,19.75,55,0,1,20,0,0,.,0,0.25,0,0,6,0.25,5,0.25,0.25,0,0,0,0,0,0,2,0.25,0,0.25,0.25,,0,0,0,0,0.5,0.25,0,0,0,0,0.25,0.25,0,3,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,1,,"""Camelina macro"" entered as ""Camelina microcarpa"""
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,46,Aerial,40,38,37.5,40,0,3,20,0,0,3,0,0,0,0,12,1,4,1,0,0,0,0,0,11,0,0,1,0.25,0.25,0,,0,0,0,0,0,0.25,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.5,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,46,Basal,20,18.5,17.75,50,0,3,30,0,0,.,0,0,0,0,8,0.25,2,0.5,0,0,0,0,0,4,0,0,0.5,0.25,0.25,0,,0,0,0,0,0,0.25,0,0.5,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.25,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Sally Koerner,6/27/2019,2019,TB,47,Aerial,45,44,44.25,25,0,1,30,0,0,12,0,0,0,0,10,0,20,2,0,0,0,0,0,0,0,0.5,5,0.25,0.25,0.25,,0,0,0,0,0,0,0,0,0.25,0,1,0.5,0,3,0,0,0,0,0,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Sally Koerner,6/27/2019,2019,TB,47,Basal,20,21.5,21.5,45,0,1,35,0,0,.,0,0,0,0,5,0,10,2,0,0,0,0,0,0,0,0.25,2,0.25,0.25,0.25,,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,48,Aerial,50,46,46,35,1,7,10,0,0,0,0,0,0,0,20,3,6,2,0.25,0,0,0,0,3,0,0.5,0,0,0.25,0.25,,0,0,0,0.25,0,0.25,0,2,0,0,0.25,0.25,0,4,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,1,,.
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,48,Basal,30,26,24.75,50,2,7,15,0,0,.,0,0,0,0,8,2,5,1,0.25,0,0,0,0,2,0,0.25,0,0,0.25,0.25,,0,0,0,0.25,0,0.25,0,2,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,1,,.
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,49,Aerial,55,53,52.5,35,0,1,10,0,0,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0.5,0,0.25,0,,0,0,0,0.25,0,0.5,0,0,21,0,0.5,0,0,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,49,Basal,25,24.25,24,55,0,1,20,0,0,.,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0.25,0,0.25,0,,0,0,0,0.25,0,0.25,0,0,12,0,0.25,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,50,Aerial,25,26.5,27,60,0,1,12,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0.25,0.5,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.25,,.
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,50,Basal,15,17,16.5,65,0,1,18,0,0,.,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0.25,0.25,0,,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.5,,.
Jill Baty,Sally Koerner,6/27/2019,2019,TB,51,Aerial,35,36,37.5,40,6,2,18,0,0,6,0,0,0,0,5,0,15,3,0,0,0,0,0,0,0,0,3,0,0.25,0,,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Sally Koerner,6/27/2019,2019,TB,51,Basal,20,17.5,18.5,50,10,2,25,0,0,.,0,0,0,0,4,0,6,1,0,0,0,0,0,0,0,0,2,0,0.25,0,,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,4,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,52,Aerial,37,35,36,45,0,2,20,0,0,0,0,0,0,0,2,0,22,2,0,0,0,0,0,6,0,0,0,0.25,0.25,0,,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,Root ingrowth core in plot
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,52,Basal,20,20.5,20.5,60,0,2,20,0,0,.,0,0,0,0,1,0,15,1,0,0,0,0,0,2,0,0,0,0.25,0.25,0,,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,53,Aerial,20,22,23.75,50,0,14,5,0,0,0,0,0,0,0,7,0,4,1,0,0,0,0,0,3,0,1,0,0.25,0.25,0,,0,0,0,0.25,0.25,2,0,0,0.25,0,0,0,0,2,0,0,0,0.25,0,2,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,10,,.
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,53,Basal,14,15,14,52,0,14,8,0,0,.,0,0,0,0,5,0,3,0.5,0,0,0,0,0,2,0,0.5,0,0.25,0.25,0,,0,0,0,0.25,0.25,0.5,0,0,0.25,0,0,0,0,0.5,0,0,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,14,,.
Jill Baty,"Sally Koerner, Kevin Wilcox",6/27/2019,2019,TB,54,Aerial,25,23.5,23.5,50,0,3,20,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,1,0,0,0,0,0.25,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,2,,.
Jill Baty,"Sally Koerner, Kevin Wilcox",6/27/2019,2019,TB,54,Basal,10,8,8,65,0,3,18,0,0,.,0,0,0,0,0,0,5,0.5,0,0,0,0,0,0.5,0,0,0,0,0.25,0,,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.5,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,3,,.
