"Site","DxG_block","paddock","genus_species","species_code","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","flower_heads","open_flowers","percent_green","lifespan","growth_form","photosynthetic_pathway","Date","Season","people","comments","leaf_thickness_.mm.","wet_leaf_weight_g","date_lab","people_lab","comments_lab","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Total.Area","NOTES","ID"
"TB",1,"HG","Carex_duriuscula","CADU",6,1,2,0,0,3,98,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.37,"0.0089","5/28/22","KB_KVL","","0.0042","0.0031",0.376,"","CADU_TB_1_HG"
"TB",2,"LG","Carex_duriuscula","CADU",8.3,1,2,0,1,0,60,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.61,"0.0097","5/28/22","KB_KVL","","0.004","0.0034",0.283,"","CADU_TB_2_LG"
"TB",2,"MG","Carex_duriuscula","CADU",4.6,0,2,0,1,0,95,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.33,"0.016","5/28/22","KB_KVL","","0.0373","0.0045",0.821,"","CADU_TB_2_MG"
"TB",2,"HG","Carex_duriuscula","CADU",6.3,0,1,0,0,1,97,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.51,"0.007","5/28/22","KB_KVL","","0.0158","0.0025",0.306,"","CADU_TB_2_HG"
"TB",3,"LG","Carex_duriuscula","CADU",7.6,2,3,0,1,0,90,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.34,"0.0147","5/29/22","KB_KVL","","0.0072","0.0055",0.632,"found, b3-lg-22","CADU_TB_3_LG"
"TB",3,"MG","Carex_duriuscula","CADU",NA,NA,NA,NA,NA,NA,NA,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.54,"0.0146","5/29/22","KB_KVL","","0.0157","0.0049",0.59,"","CADU_TB_3_MG"
"TB",3,"HG","Carex_duriuscula","CADU",NA,NA,NA,NA,NA,NA,NA,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","CADU_TB_3_HG"
"FK",1,"LG","Carex_duriuscula","CADU",5.9,0,1,1,1,0,75,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.38,"0.0131","5/30/22","KB_KVL","","0.0381","0.0043",0.541,"","CADU_FK_1_LG"
"FK",1,"MG","Carex_duriuscula","CADU",9.8,2,3,1,1,0,65,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.28,"0.036","5/30/22","KB_KVL","","0.0237","0.0128",1.581,"","CADU_FK_1_MG"
"FK",1,"HG","Carex_duriuscula","CADU",4,0,2,1,1,0,90,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","Plant from B1 water",0.43,"0.0141","5/30/22","KB_KVL","","0.0523","0.0042",0.591,"found","CADU_FK_1_HG"
"FK",2,"LG","Carex_duriuscula","CADU",5.1,0,2,0,1,0,75,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","Plant from B1 water",0.56,"0.0136","6/1/22","KB_KVL","","0.0474","0.0051",0.697,"found","CADU_FK_2_LG"
"FK",2,"MG","Carex_duriuscula","CADU",1.3,0,1,1,1,0,80,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.41,"0.0213","6/1/22","KB_KVL","","0.0661","0.0058",0.861,"","CADU_FK_2_MG"
"FK",2,"HG","Carex_duriuscula","CADU",10.3,1,4,0,1,0,80,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","Plant from B3 water",0.39,"0.0489","6/1/22","KB_KVL","","0.0401","0.0182",NA,"MISSING, double checked","CADU_FK_2_HG"
"FK",3,"LG","Carex_duriuscula","CADU",9.7,0,1,3,1,0,80,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.33,"0.0146","6/1/22","KB_KVL","","0.0515","0.0048",0.63,"","CADU_FK_3_LG"
"FK",3,"MG","Carex_duriuscula","CADU",2.2,0,1,4,0,1,60,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.28,"0.0048","6/1/22","KB_KVL","","0.0365","0.001",0.295,"","CADU_FK_3_MG"
"FK",3,"HG","Carex_duriuscula","CADU",4.8,0,4,1,1,0,75,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","Plant from B3 water",0.29,"0.0203","6/1/22","KB_KVL","","0.0153","0.0072",0.766,"","CADU_FK_3_HG"
"TB",1,"LG","Carex_filifolia","CAFI",12.6,1,3,0,0,16,80,"perennial","graminoid","C3","5/24/22","Early","KB_GT_MF_KVL","",0.42,"0.0165","5/28/22","KB_KVL","","0.0096","0.0052",0.688,"","CAFI_TB_1_LG"
"TB",1,"MG","Carex_filifolia","CAFI",10.2,3,2,0,0,1,75,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.51,"0.0141","5/28/22","KB_KVL","","0.013",NA,0.456,"","CAFI_TB_1_MG"
"TB",1,"HG","Carex_filifolia","CAFI",7.9,1,3,0,0,0,70,"perennial","graminoid","C3","5/25/22","Early","KB_GT_MF_KVL","",0.37,"0.0087","5/28/22","KB_KVL","","0.007","0.0030",0.373,"","CAFI_TB_1_HG"
"TB",2,"LG","Carex_filifolia","CAFI",10.8,1,4,0,0,0,80,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.44,"0.0167","5/28/22","KB_KVL","","0.007","0.0060",NA,NA,NA
"TB",2,"MG","Carex_filifolia","CAFI",13.9,1,3,0,0,0,85,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.3,"0.026","5/28/22","KB_KVL","","0.0114","0.0079",1.326,"","CAFI_TB_2_MG"
"TB",2,"HG","Carex_filifolia","CAFI",9.2,1,3,0,0,0,80,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.52,"0.0119","5/28/22","KB_KVL","","0.0139","0.0039",0.498,"","CAFI_TB_2_HG"
"TB",3,"LG","Carex_filifolia","CAFI",5.7,0,2,1,1,0,65,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.33,"0.0098","5/29/22","KB_KVL","","0.0358","0.0032",0.598,"found, b3-lg-22","CAFI_TB_3_LG"
"TB",3,"MG","Carex_filifolia","CAFI",8.9,1,4,0,1,0,90,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","CAFI_TB_3_MG"
"TB",3,"HG","Carex_filifolia","CAFI",10.2,0,2,0,1,0,60,"perennial","graminoid","C3","5/26/22","Early","KB_GT_MF_KVL","",0.32,"0.0085","5/29/22","KB_KVL","","0.0156","0.0024",0.421,"","CAFI_TB_3_HG"
"FK",1,"LG","Carex_filifolia","CAFI",16.8,2,2,1,1,0,90,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.56,"0.0242","5/30/22","KB_KVL","","0.0224","0.0092",0.957,"","CAFI_FK_1_LG"
"FK",1,"MG","Carex_filifolia","CAFI",15.2,1,4,0,1,0,100,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.37,"0.0246","5/30/22","KB_KVL","","0.0202","0.0082",0.95,"","CAFI_FK_1_MG"
"FK",1,"HG","Carex_filifolia","CAFI",8.6,1,3,0,1,0,85,"perennial","graminoid","C3","5/30/22","Early","KB_KVL","",0.55,"0.011","6/1/22","KB_KVL","","0.012","0.0032",0.408,"found","CAFI_FK_1_HG"
"FK",2,"LG","Carex_filifolia","CAFI",9.1,4,4,0,2,0,90,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.62,"0.0224","6/1/22","KB_KVL","","0.0196","0.0077",0.864,"","CAFI_FK_2_LG"
"FK",2,"MG","Carex_filifolia","CAFI",16.5,1,3,0,3,0,85,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.51,"0.0202","6/1/22","KB_KVL","","0.0176","0.0078",0.745,"","CAFI_FK_2_MG"
"FK",2,"HG","Carex_filifolia","CAFI",17.8,1,4,0,10,0,97,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.21,"0.024","6/1/22","KB_KVL","","0.0281","0.0088",0.879,"","CAFI_FK_2_HG"
"FK",3,"LG","Carex_filifolia","CAFI",11.9,1,2,1,4,0,75,"perennial","graminoid","C3","5/31/22","Early","KB_KVL","",0.4,"0.0076","6/1/22","KB_KVL","","0.0088","0.0028",0.396,"","CAFI_FK_3_LG"
"FK",3,"MG","Carex_filifolia","CAFI",18.9,1,3,0,0,0,75,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.4,"0.0173","6/1/22","KB_KVL","","0.0413","0.0066",0.57,"","CAFI_FK_3_MG"
"FK",3,"HG","Carex_filifolia","CAFI",12,1,3,1,0,0,60,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.43,"0.0177","6/1/22","KB_KVL","","0.011","0.006",0.696,"","CAFI_FK_3_HG"
"TB",1,"LG","Cirsium_undulatum","CIUN",10.4,4,16,0,2,0,90,"perennial","forb","C3","5/24/22","Early","KB_GT_MF_KVL","",0.45,"0.5788","5/28/22","KB_KVL","","1.1679","0.112",9.68,"","CIUN_TB_1_LG"
"TB",1,"MG","Cirsium_undulatum","CIUN",7.2,1,4,1,0,0,80,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","","0.2833","0.0606",NA,"not collected","CIUN_TB_1_MG"
"TB",1,"HG","Cirsium_undulatum","CIUN",10.1,2,17,1,0,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","plant from B1LG",0.62,"0.3161","5/28/22","KB_KVL","","0.6188","0.0321",NA,NA,NA
"TB",2,"LG","Cirsium_undulatum","CIUN",4.6,2,8,0,0,0,85,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.61,"0.2588","5/28/22","KB_KVL","","0.4148","0.0416",4.3,"","CIUN_TB_2_LG"
"TB",2,"MG","Cirsium_undulatum","CIUN",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"HG","Cirsium_undulatum","CIUN",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"LG","Cirsium_undulatum","CIUN",9.6,7,13,0,1,0,99,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.46,"0.458","5/29/22","KB_KVL","","1.4296","0.0719",NA,NA,NA
"TB",3,"MG","Cirsium_undulatum","CIUN",11.5,3,5,0,0,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.91,"0.8996","5/29/22","KB_KVL","","0.7707","0.1331",NA,NA,NA
"TB",3,"HG","Cirsium_undulatum","CIUN",9.8,4,11,0,0,0,85,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.79,"1.1777","5/29/22","KB_KVL","","1.8812","0.2016",NA,NA,NA
"FK",1,"LG","Conyza_canadensis","COCA",21,114,32,0,1,0,95,"biennial","forb","C3","5/30/22","Early","KB_KVL","",0.48,"0.0185","5/30/22","KB_KVL","","0.4281","0.0042",0.686,"","COCA_FK_1_LG"
"FK",1,"MG","Conyza_canadensis","COCA",19.3,106,36,0,1,0,95,"biennial","forb","C3","5/30/22","Early","KB_KVL","",0.42,"0.029","5/30/22","KB_KVL","","0.5606","0.0075",0.944,"","COCA_FK_1_MG"
"FK",1,"HG","Conyza_canadensis","COCA",18.6,99,28,6,1,0,97,"biennial","forb","C3","5/30/22","Early","KB_KVL","",0.41,"0.0161","6/1/22","KB_KVL","","0.3908","0.0042",0.563,"found ","COCA_FK_1_HG"
"FK",2,"LG","Conyza_canadensis","COCA",15.4,29,24,3,4,0,97,"biennial","forb","C3","5/31/22","Early","KB_KVL","",0.42,"0.0141","6/1/22","KB_KVL","","0.182","0.0025",0.559,"found ","COCA_FK_2_LG"
"FK",2,"MG","Conyza_canadensis","COCA",23.7,166,33,3,1,0,95,"biennial","forb","C3","5/31/22","Early","KB_KVL","",0.48,"0.0128","6/1/22","KB_KVL","","0.6176","0.0034",0.477,"","COCA_FK_2_MG"
"FK",2,"HG","Conyza_canadensis","COCA",18.1,81,26,0,1,0,95,"biennial","forb","C3","5/31/22","Early","KB_KVL","",0.46,"0.0214","6/1/22","KB_KVL","","0.3294","0.0048",0.756,"","COCA_FK_2_HG"
"FK",3,"LG","Conyza_canadensis","COCA",15,84,27,0,1,0,98,"biennial","forb","C3","5/31/22","Early","KB_KVL","",0.45,"0.0212","6/1/22","KB_KVL","","0.3392","0.0056",0.723,"","COCA_FK_3_LG"
"FK",3,"MG","Conyza_canadensis","COCA",22.6,151,32,2,1,0,97,"biennial","forb","C3","6/1/22","Early","KB_KVL","",0.43,"0.018","6/1/22","KB_KVL","","0.5317","0.0044",0.622,"","COCA_FK_3_MG"
"FK",3,"HG","Conyza_canadensis","COCA",13.2,102,33,0,1,0,97,"biennial","forb","C3","6/1/22","Early","KB_KVL","",0.37,"0.0188","6/2/22","KB_KVL","","0.3182","0.0048",0.753,"","COCA_FK_3_HG"
"TB",1,"LG","Collomia_linearis","COLI",4.9,7,18,0,0,0,98,"annual","forb","C3","5/24/22","Early","KB_GT_MF_KVL","",0.34,"0.0048","5/28/22","KB_KVL","","0.0189","0.0013",0.198,"","COLI_TB_1_LG"
"TB",1,"MG","Collomia_linearis","COLI",4.2,5,19,0,0,0,100,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.37,"0.0037","5/28/22","KB_KVL","","0.0122","0.0005",0.151,"","COLI_TB_1_MG"
"TB",1,"HG","Collomia_linearis","COLI",3.4,17,20,0,3,0,90,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.39,"0.0051","5/28/22","KB_KVL","","0.0251","0.0009",0.207,"","COLI_TB_1_HG"
"TB",2,"LG","Collomia_linearis","COLI",4.3,10,18,0,1,0,100,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B1LG",0.35,"0.006","5/28/22","KB_KVL","","0.0229","0.0013",0.24,"","COLI_TB_2_LG"
"TB",2,"MG","Collomia_linearis","COLI",7.7,13,13,0,0,0,80,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.39,"0.0223","5/28/22","KB_KVL","","0.0246","0.0033",0.557,"","COLI_TB_2_MG"
"TB",2,"HG","Collomia_linearis","COLI",3.3,2,14,0,1,0,100,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.53,"0.0029","5/28/22","KB_KVL","","0.0090","0.0005",0.176,"","COLI_TB_2_HG"
"TB",3,"LG","Collomia_linearis","COLI",8.7,8,6,0,1,0,85,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.38,"0.0068","5/29/22","KB_KVL","","0.0327","0.0017",0.351,"","COLI_TB_3_LG"
"TB",3,"MG","Collomia_linearis","COLI",NA,NA,NA,NA,NA,NA,NA,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","COLI_TB_3_MG"
"TB",3,"HG","Collomia_linearis","COLI",NA,NA,NA,NA,NA,NA,NA,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"0.0022","5/29/22","KB_KVL","",NA,NA,NA,"not colllected","COLI_TB_3_HG"
"TB",1,"LG","Descurainia_pinnata","DEPI",5.5,0,8,0,2,3,97,"perennial","forb","C3","5/24/22","Early","KB_GT_MF_KVL","5 seed pods, plant from B3 water",0.25,"0.0016","5/28/22","KB_KVL","","0.0139","1e-05",0.095,"","DEPI_TB_1_LG"
"TB",1,"MG","Descurainia_pinnata","DEPI",4.7,2,6,0,3,3,98,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","Plan t from B3 HG - 2 seed pods",0.34,"0.0019","5/28/22","KB_KVL","","0.0074","1e-05",0.094,"","DEPI_TB_1_MG"
"TB",1,"HG","Descurainia_pinnata","DEPI",5.8,0,9,0,0,0,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","not sure ID is correct (check photo)",0.41,"0.0177","5/28/22","KB_KVL","","0.0666","0.0033",0.588,"","DEPI_TB_1_HG"
"TB",2,"LG","Descurainia_pinnata","DEPI",2.1,1,4,0,1,1,99,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","2 seed heads, plant from B3HG",0.66,"0.0013","5/28/22","KB_KVL","","0.0024","1e-05",0.06,"","DEPI_TB_2_LG"
"TB",2,"MG","Descurainia_pinnata","DEPI",12.7,0,8,1,26,12,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3LG, 20 seed pods",0.45,"0.0135","5/28/22","KB_KVL","","0.1041","0.0020",0.626,"","DEPI_TB_2_MG"
"TB",2,"HG","Descurainia_pinnata","DEPI",2.2,1,5,0,1,1,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3HG",0.3,"<0.0001","5/28/22","KB_KVL","","0.0015","1e-05",0.039,"","DEPI_TB_2_HG"
"TB",3,"LG","Descurainia_pinnata","DEPI",8.4,1,6,0,7,3,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","6 seed pods",0.49,"0.0038","5/29/22","KB_KVL","","0.0209","0.0012",0.202,"","DEPI_TB_3_LG"
"TB",3,"MG","Descurainia_pinnata","DEPI",4.4,1,7,0,7,2,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","8 seed pods",0.57,"0.0027","5/29/22","KB_KVL","","0.0193","0.0009",0.158,"","DEPI_TB_3_MG"
"TB",3,"HG","Descurainia_pinnata","DEPI",6.3,2,7,0,5,4,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","3 seed pods",0.41,"0.0022","5/29/22","KB_KVL","","0.0142","1e-05",0.109,"","DEPI_TB_3_HG"
"TB",1,"LG","Draba_reptans","DRRE",0.9,3,7,0,0,1,100,"annual","forb","C3","5/24/22","Early","KB_GT_MF_KVL","",0.6,"0.0055","5/28/22","KB_KVL","","0.0054","0.0004",0.119,"","DRRE_TB_1_LG"
"TB",1,"MG","Draba_reptans","DRRE",2.6,4,6,0,4,0,97,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.45,"0.0058","5/28/22","KB_KVL","","0.0298","0.0009",0.28,"","DRRE_TB_1_MG"
"TB",1,"HG","Draba_reptans","DRRE",3.4,0,6,0,0,2,100,"annual","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.45,"0.0041","5/28/22","KB_KVL","","0.0168","0.0003",0.134,"","DRRE_TB_1_HG"
"TB",2,"LG","Draba_reptans","DRRE",1.8,9,15,0,0,0,95,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","4 seed pods",0.62,"0.012","5/28/22","KB_KVL","","0.1255","0.0019",0.274,"","DRRE_TB_2_LG"
"TB",2,"MG","Draba_reptans","DRRE",4.3,0,4,3,3,0,97,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 water 6 seed pods",0.41,"0.0023","5/28/22","KB_KVL","","0.0145","1e-05",0.182,"","DRRE_TB_2_MG"
"TB",2,"HG","Draba_reptans","DRRE",1.5,3,19,0,3,0,99,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","2 seed pods",0.73,"0.013","5/28/22","KB_KVL","","0.0697","0.0019",0.362,"","DRRE_TB_2_HG"
"TB",3,"LG","Draba_reptans","DRRE",0.7,0,9,0,0,0,98,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","3 seed heads",0.62,"0.002","5/29/22","KB_KVL","","0.0086","1e-05",0.076,"","DRRE_TB_3_LG"
"TB",3,"MG","Draba_reptans","DRRE",2.8,4,9,0,0,0,100,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","1 seed pod",0.62,"0.0092","5/29/22","KB_KVL","","0.0148","0.0008",0.312,"","DRRE_TB_3_MG"
"TB",3,"HG","Draba_reptans","DRRE",0.8,0,12,0,2,0,100,"annual","forb","C3","5/26/22","Early","KB_GT_MF_KVL","3 seed pods",0.45,"0.002","5/29/22","KB_KVL","","0.0113","0.0001",0.069,"","DRRE_TB_3_HG"
"TB",1,"LG","Elymus_elymoides","ELEL",NA,NA,NA,NA,NA,NA,NA,"","","","5/24/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"MG","Elymus_elymoides","ELEL",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"HG","Elymus_elymoides","ELEL",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"LG","Elymus_elymoides","ELEL",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"MG","Elymus_elymoides","ELEL",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",2,"HG","Elymus_elymoides","ELEL",11.9,1,2,0,0,0,99,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/28/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"LG","Elymus_elymoides","ELEL",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"MG","Elymus_elymoides","ELEL",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",3,"HG","Elymus_elymoides","ELEL",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"LG","Erigeron_canus","ERCA",7.6,6,16,0,4,1,98,"perennial","forb","C3","5/24/22","Early","KB_GT_MF_KVL","",0.39,"0.0195","5/28/22","KB_KVL","","0.1448","0.0043",0.506,"","ERCA_TB_1_LG"
"TB",1,"MG","Erigeron_canus","ERCA",7.4,5,14,1,1,0,97,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.34,"0.0211","5/28/22","KB_KVL","","0.1464","0.0057",0.422,"","ERCA_TB_1_MG"
"TB",1,"HG","Erigeron_canus","ERCA",7.8,4,15,0,3,0,98,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.39,"0.0193","5/28/22","KB_KVL","","0.102","0.0046",0.379,"","ERCA_TB_1_HG"
"TB",2,"LG","Erigeron_canus","ERCA",5.6,4,12,0,1,0,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.3,"0.0164","5/28/22","KB_KVL","","0.0623","0.0032",0.44,"","ERCA_TB_2_LG"
"TB",2,"MG","Erigeron_canus","ERCA",7.1,2,26,0,1,1,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.4,"0.0055","5/28/22","KB_KVL","","0.2405","0.0014",0.193,"","ERCA_TB_2_MG"
"TB",2,"HG","Erigeron_canus","ERCA",7.5,0,46,0,4,1,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.54,"0.0493","5/28/22","KB_KVL","","0.4322","0.0117",1.212,"","ERCA_TB_2_HG"
"TB",3,"LG","Erigeron_canus","ERCA",10,3,60,0,8,0,97,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 water",0.44,"0.0172","5/29/22","KB_KVL","","0.8078","0.0043",0.523,"","ERCA_TB_3_LG"
"TB",3,"MG","Erigeron_canus","ERCA",10.3,2,41,1,4,0,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 water",0.4,"0.0211","5/29/22","KB_KVL","","0.4765","0.0049",0.692,"","ERCA_TB_3_MG"
"TB",3,"HG","Erigeron_canus","ERCA",6.7,0,51,0,3,0,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 water",0.36,"0.0157","5/29/22","KB_KVL","","0.7665","0.0027",0.542,"","ERCA_TB_3_HG"
"TB",1,"LG","Eremogone_hookeri","ERHO",1.8,3,12,0,22,0,90,"perennial","forb","C3","5/24/22","Early","KB_GT_MF_KVL","",0.45,"0.0015","5/28/22","KB_KVL","","0.0057","0.0003",0.063,"","ERHO_TB_1_LG"
"TB",1,"MG","Eremogone_hookeri","ERHO",2.2,8,24,5,5,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.41,"0.0017","5/28/22","KB_KVL","","0.0117","0.0006",0.07,"","ERHO_TB_1_MG"
"TB",1,"HG","Eremogone_hookeri","ERHO",1.1,1,13,5,12,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.46,"0.0028","5/28/22","KB_KVL","","0.0095","0.0060",0.099,"","ERHO_TB_1_HG"
"TB",2,"LG","Eremogone_hookeri","ERHO",2.9,8,17.2,0,3,0,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.31,"0.001","5/28/22","KB_KVL","","0.1044","1e-05",0.021,"","ERHO_TB_2_LG"
"TB",2,"MG","Eremogone_hookeri","ERHO",2.1,2,6,0,21,0,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.43,"0.0018","5/28/22","KB_KVL","","0.0031","0.0007",0.068,"","ERHO_TB_2_MG"
"TB",2,"HG","Eremogone_hookeri","ERHO",2.8,10,59,0,1,0,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.48,"0.002","5/28/22","KB_KVL","","0.0527","0.0007",0.096,"","ERHO_TB_2_HG"
"TB",3,"LG","Eremogone_hookeri","ERHO",3.9,5,21,4,11,0,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.52,"0.0038","5/29/22","KB_KVL","","0.0179","0.0011",0.161,"","ERHO_TB_3_LG"
"TB",3,"MG","Eremogone_hookeri","ERHO",1.7,5,23,0,0,0,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3LG",0.52,"0.0037","5/29/22","KB_KVL","","0.0186","0.0009",0.122,"","ERHO_TB_3_MG"
"TB",3,"HG","Eremogone_hookeri","ERHO",2.5,5,17,0,22,0,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3 LG",0.47,"0.0039","5/29/22","KB_KVL","","0.0193","0.0008",0.176,"","ERHO_TB_3_HG"
"TB",1,"LG","Erigeron_pumilus","ERPU",5.9,1,13,0,2,0,100,"perennial","forb","C3","5/24/22","Early","KB_GT_MF_KVL","",0.53,"0.0094","5/28/22","KB_KVL","","0.0766","0.0020",0.279,"","ERPU_TB_1_LG"
"TB",1,"MG","Erigeron_pumilus","ERPU",4.5,5,7,0,1,0,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.34,"0.0108","5/28/22","KB_KVL","","0.0359","0.0021",0.306,"","ERPU_TB_1_MG"
