observers,date,site,block,plot,genus_species,symbol,aerial_cover,basal_cover,notes
SC_AD_KJB_SEK,7/2/19,FK,1,9,Lichen,,0.5,0.5,
KJK_SC,7/3/19,FK,1,10,Opuntia_polycantha,OPPO,0.5,0.25,2.5% of plot was clipped
KJK_SC,7/3/19,FK,1,10,Taraxacum_officinale,TAOF,0.5,0.25,2.5% of plot was clipped
KJK_SC,7/3/19,FK,1,10,Lichen,,0.5,0.5,2.5% of plot was clipped
SEK_KJB,7/3/19,FK,1,11,Lithospermum_incisum,LIIN,0.5,0.25,
SEK_KJB,7/3/19,FK,1,11,Lygodesmia_juncea,LYJU,0.5,0.25,
SEK_KJB,7/3/19,FK,1,11,Dung,,0.5,1,
SEK_KJB,7/3/19,FK,1,11,Lichen,,0.5,0.5,
SEK,7/3/19,FK,1,15,Artemisia_frigida,ARFR,0.5,0.5,
KW,7/3/19,FK,1,17,Vulpia_octoflora,VUOC,0.5,0.25,
SEK,7/2/19,FK,2,19,Artemisia_frigida,ARFR,0.5,0.5,
KW,7/2/19,FK,2,21,Artemisia_frigida,ARFR,0.5,0.25,
KJK,7/2/19,FK,2,22,Artemisia_frigida,ARFR,0.5,0.25,
KJK,7/2/19,FK,2,22,Moss,,0.5,0.5,
SEK,7/2/19,FK,2,24,Carex_durescula,CADU,0.5,0.25,
SEK,7/2/19,FK,2,24,Taraxacum_officinale,TAOF,0.5,0.5,
,,FK,2,25,Vicia_americana,VIAM,0.5,0,
KW,7/2/19,FK,2,26,Bare Ground,,0.5,1,
KJK,7/1/19,FK,2,28,Skinny_leaf_fuzzy_bottom,,0.5,0.25,2.5% of spp comp plot clipped
KW,7/2/19,FK,2,29,Taraxacum_officinale,TAOF,0.5,0.25,
KW,7/2/19,FK,2,29,Astragalus_purshii,ASPU,0.5,0.25,
KW,7/2/19,FK,2,29,Lichen,,0.5,0.5,
KW,7/2/19,FK,2,29,Bare Ground,,0.5,1,
KJK,7/1/19,FK,2,30,Artemisia_frigida,ARFR,0.5,0.25,
KJK,7/1/19,FK,2,30,Dung,,0.5,1,
SEK,7/2/19,FK,2,31,Artemisia_frigida,ARFR,0.5,0.25,
SEK,7/2/19,FK,2,31,Oenothera_suffruticosa,OESU,0.5,0.25,
KJK,7/2/19,FK,2,32,Astragalus_purshii,ASPU,0.5,0.25,
KW_KJK,7/2/19,FK,2,33,Liatrus_punctata,,0.5,0.25,
KJK,7/2/19,FK,2,34,Artemisia_frigida,ARFR,0.5,0.25,
KJK,7/2/19,FK,2,34,Taraxacum_officinale,TAOF,0.5,<0.6,
KW_KJK,7/2/19,FK,2,35,Bare Ground,,0.5,0.5,
SEK,7/2/19,FK,2,36,Carex_durescula,CADU,0.5,0.25,
SEK,7/2/19,FK,2,36,Coryphanthus_vivipara,COVI,0.5,0.5,
KW,7/1/19,FK,3,37,Bare Ground,,0.5,1,
KRW_KJK_SEK,7/1/19,FK,3,39,Carex_durescula,CADU,0.5,0.25,
KW,7/1/19,FK,3,41,oenothera?_basal_rossette,P41,0.5,0.25,
KJK,7/1/19,FK,3,42,Taraxacum_officinale,TAOF,0.5,0.25,
SEK,7/1/19,FK,3,47,Vulpia_octoflora,VUOC,0.5,0.25,
KJK_SEK_KRW,7/1/19,FK,3,51,Taraxacum_officinale,TAOF,0.5,0.25,
KRW_KJK_SEK,7/1/19,FK,3,53,Coryphanthus_vivipara,COVI,0.5,0.5,
KRW_KJK_SEK,7/1/19,FK,3,53,Lichen,,0.5,0.5,
SEK,7/2/19,FK,1,5,Bouteloua_gracilis,BOGR,0.25,0.25,
KW,7/3/19,FK,1,8,Bouteloua_gracilis,BOGR,0.25,0.25,
KW_KJK,7/2/19,FK,2,33,Bouteloua_gracilis,BOGR,0.25,0.25,
KW,7/1/19,FK,3,37,Bouteloua_gracilis,BOGR,0.25,0.25,
KW,7/2/19,FK,2,26,Bromus_tectorum,BRTE,0.25,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Koeleria_macrantha,KOMA,0.25,0.25,
KJK_SEK_KRW,7/1/19,FK,3,54,Koeleria_macrantha,KOMA,0.25,0.25,forage quality in plot
SEK,7/2/19,FK,1,5,Logfia_arvensis,LOAR,0.25,0.25,
SEK,7/3/19,FK,1,15,Logfia_arvensis,LOAR,0.25,0.25,
KJK,7/3/19,FK,1,16,Logfia_arvensis,LOAR,0.25,0.25,
SEK,7/2/19,FK,2,19,Logfia_arvensis,LOAR,0.25,0.25,
SEK,7/2/19,FK,2,25,Logfia_arvensis,LOAR,0.25,0.25,
KW,7/2/19,FK,2,26,Logfia_arvensis,LOAR,0.25,0.25,
SEK,7/1/19,FK,2,27,Logfia_arvensis,LOAR,0.25,0.25,
KJK,7/2/19,FK,2,34,Logfia_arvensis,LOAR,0.25,0.25,
SEK,7/2/19,FK,2,36,Logfia_arvensis,LOAR,0.25,0.25,
KJK,7/1/19,FK,3,42,Logfia_arvensis,LOAR,0.25,0.25,
KJK,7/1/19,FK,3,43,Logfia_arvensis,LOAR,0.25,0.25,
SEK,7/1/19,FK,3,48,Logfia_arvensis,LOAR,0.25,0.25,
KJK_SEK_KRW,7/1/19,FK,3,51,Logfia_arvensis,LOAR,0.25,0.25,
SEK_KJB,7/3/19,FK,1,11,Pascopyrum_smithii,PASM,0.25,0.25,
SEK,7/3/19,FK,1,15,Pascopyrum_smithii,PASM,0.25,0.25,
KW,7/2/19,FK,2,23,Pascopyrum_smithii,PASM,0.25,0.25,
SEK,7/1/19,FK,2,27,Pascopyrum_smithii,PASM,0.25,0.25,
KJK,7/1/19,FK,2,30,Pascopyrum_smithii,PASM,0.25,0.25,
SEK,7/1/19,FK,3,44,Pascopyrum_smithii,PASM,0.25,0.25,
KW,7/1/19,FK,3,46,Pascopyrum_smithii,PASM,0.25,0.25,
SEK,7/1/19,FK,3,48,Pascopyrum_smithii,PASM,0.25,0.25,
KJK,7/1/19,FK,3,50,Pascopyrum_smithii,PASM,0.25,0.25,
KJK_SEK_KRW,7/1/19,FK,3,54,Pascopyrum_smithii,PASM,0.25,0.25,forage quality in plot
SEK,7/1/19,FK,2,27,Pediomelum_esculenta,PEES,0.25,0.25,
KW,7/3/19,FK,1,8,Poa_secunda,POSE,0.25,0.25,
SEK,7/3/19,FK,1,12,Poa_secunda,POSE,0.25,0.25,
KW,7/3/19,FK,1,17,Poa_secunda,POSE,0.25,0.25,
KW,7/1/19,FK,3,37,Poa_secunda,POSE,0.25,0.25,
KW,7/1/19,FK,3,46,Poa_secunda,POSE,0.25,0.25,
KJK_SEK_KRW,7/1/19,FK,3,51,Poa_secunda,POSE,0.25,0.25,
KJK_SEK_KRW,7/1/19,FK,3,54,Poa_secunda,POSE,0.25,0.25,forage quality in plot
KW,7/2/19,FK,2,21,Sphaeralcea_coccinea,SPCO,0.25,0.25,
SEK,7/2/19,FK,2,25,Sphaeralcea_coccinea,SPCO,0.25,0.25,
KW,7/2/19,FK,2,26,Sphaeralcea_coccinea,SPCO,0.25,0.25,
SEK,7/1/19,FK,2,27,Sphaeralcea_coccinea,SPCO,0.25,0.25,
SEK,7/1/19,FK,3,47,Sphaeralcea_coccinea,SPCO,0.25,0.25,
KJK,7/1/19,FK,3,50,Sphaeralcea_coccinea,SPCO,0.25,0,
SEK,7/1/19,FK,3,47,Tragopogon_dubius,TRDU,0.25,0.25,
SEK,7/2/19,FK,1,1,Alyssum_desertorum,ALDE,0.25,0.25,
SEK,7/2/19,FK,1,1,Bare Ground,,0.25,0.5,
KW_KJK,7/2/19,FK,1,2,dead_mustard_unk,,0.25,0.25,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Artemisia_frigida,ARFR,0.25,0.25,2.5% of spp comp plot clipped
SEK,7/2/19,FK,1,3,Carex_durescula,CADU,0.25,0.25,
SEK,7/2/19,FK,1,3,Lygodesmia_juncea,LYJU,0.25,0.25,
SEK,7/2/19,FK,1,3,ASER_Like_Woody,P49,0.25,0.25,
KW_KJK,7/2/19,FK,1,4,Vulpia_octoflora,VUOC,0.25,0.25,
KW_KJK,7/2/19,FK,1,4,Taraxacum_officinale,TAOF,0.25,0.25,
KW_KJK,7/2/19,FK,1,4,oenothera?_basal_rossette,P41,0.25,0.25,
KW_KJK,7/2/19,FK,1,4,Lichen,,0.25,0.25,
SEK,7/2/19,FK,1,5,Vulpia_octoflora,VUOC,0.25,0.25,
KJK,7/3/19,FK,1,6,Taraxacum_officinale,TAOF,0.25,0.25,
KJK,7/3/19,FK,1,6,ASER_Like_Woody,P49,0.25,0.25,
KJK,7/3/19,FK,1,6,Lichen,,0.25,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Artemisia_frigida,ARFR,0.25,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Taraxacum_officinale,TAOF,0.25,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Lepidium_densiflorum,LEDE,0.25,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Coryphanthus_vivipara,,0.25,0.25,
KW,7/3/19,FK,1,8,Dung,,0.25,0.25,
KW,7/3/19,FK,1,8,Moss,,0.25,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Plantago_patagonica,PLPA,0.25,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Lepidium_densiflorum,LEDE,0.25,0.25,
KJK_SC,7/3/19,FK,1,10,Vulpia_octoflora,VUOC,0.25,0.25,2.5% of plot was clipped
KJK_SC,7/3/19,FK,1,10,oenothera?_basal_rossetta,P41,0.25,0.25,2.5% of plot was clipped
KJK_SC,7/3/19,FK,1,10,Dung,,0.25,0.5,2.5% of plot was clipped
KJK_SC,7/3/19,FK,1,10,Moss,,0.25,0.25,2.5% of plot was clipped
SEK_KJB,7/3/19,FK,1,11,Vulpia_octoflora,VUOC,0.25,0.25,
SEK_KJB,7/3/19,FK,1,11,Taraxacum_officinale,TAOF,0.25,0.25,
SEK_KJB,7/3/19,FK,1,11,ASER_Like_Woody,P49,0.25,0.25,
SEK_KJB,7/3/19,FK,1,11,Moss,,0.25,0.25,
SEK,7/3/19,FK,1,12,Vulpia_octoflora,VUOC,0.25,0.25,
SEK,7/3/19,FK,1,12,Artemisia_dracunculus,ARDR,0.25,0.25,
KJK,7/3/19,FK,1,14,Skinny_leaf_fuzzy_bottom,,0.25,0.25,2.5% of plot is clipped
KJK,7/3/19,FK,1,14,Lichen,,0.25,0.25,2.5% of plot is clipped
SEK,7/3/19,FK,1,15,Vulpia_octoflora,VUOC,0.25,0.25,
SEK,7/3/19,FK,1,15,ASER_Like_Woody,P49,0.25,0.25,
KJK,7/3/19,FK,1,16,Taraxacum_officinale,TAOF,0.25,0.25,
KJK,7/3/19,FK,1,16,Lithospermum_incisum,LIIN,0.25,0.25,
KJK,7/3/19,FK,1,16,Lepidium_densiflorum,LEDE,0.25,0.25,
KJK,7/3/19,FK,1,16,Moss,,0.25,0.25,
KW,7/3/19,FK,1,17,Artemisia_frigida,ARFR,0.25,0.25,
KW,7/3/19,FK,1,17,Taraxacum_officinale,TAOF,0.25,0.25,
KW,7/3/19,FK,1,17,Skinny_leaf_fuzzy_bottom,,0.25,0.25,
KW,7/3/19,FK,1,17,Lithospermum_incisum,LIIN,0.25,0.25,
KW,7/3/19,FK,1,17,oenothera?_basal_rossette,P41,0.25,0.25,
KW,7/3/19,FK,1,17,silver_stuff_unk3,,0.25,0.25,
KW,7/3/19,FK,1,17,Euphorbia_nutans,,0.25,0.25,
KW,7/3/19,FK,1,17,Moss,,0.25,0.25,
KW,7/3/19,FK,1,17,Lichen,,0.25,0.25,
KW,7/3/19,FK,1,18,Vulpia_octoflora,VUOC,0.25,0.25,
KW,7/3/19,FK,1,18,Taraxacum_officinale,TAOF,0.25,0.25,
SEK,7/2/19,FK,2,19,Carex_durescula,CADU,0.25,0.25,
SEK,7/2/19,FK,2,19,Taraxacum_officinale,TAOF,0.25,0.25,
SEK,7/2/19,FK,2,19,Alyssum_desertorum,ALDE,0.25,0.25,
KJK,7/2/19,FK,2,20,Artemisia_frigida,ARFR,0.25,0.25,
KW,7/2/19,FK,2,21,Vulpia_octoflora,VUOC,0.25,0.25,
KJK,7/2/19,FK,2,22,Dung,,0.25,0.25,
KJK,7/2/19,FK,2,22,Lichen,,0.25,0.25,
KW,7/2/19,FK,2,23,Vulpia_octoflora,VUOC,0.25,0.25,
KW,7/2/19,FK,2,23,Taraxacum_officinale,TAOF,0.25,0.25,
KW,7/2/19,FK,2,23,oenothera_suffruticosa,OESU,0.25,0.25,
SEK,7/2/19,FK,2,25,Vulpia_octoflora,VUOC,0.25,0.25,
KW,7/2/19,FK,2,26,Vulpia_octoflora,VUOC,0.25,0.25,
KW,7/2/19,FK,2,26,Coryphantha_viviparus,COVI,0.25,0.25,
SEK,7/1/19,FK,2,27,Vulpia_octoflora,VUOC,0.25,0.25,
SEK,7/1/19,FK,2,27,Lygodesmia_juncea,LYJU,0.25,0.25,
KJK,7/1/19,FK,2,28,Vulpia_octoflora,VUOC,0.25,0.25,2.5% of spp comp plot clipped
KJK,7/1/19,FK,2,28,Linum_rigidum,LIRI,0.25,0.25,2.5% of spp comp plot clipped
KJK,7/1/19,FK,2,28,Moss,,0.25,0.25,2.5% of spp comp plot clipped
KW,7/2/19,FK,2,29,Vulpia_octoflora,VUOC,0.25,0.25,
KJK,7/1/19,FK,2,30,Taraxacum_officinale,TAOF,0.25,0.25,
KJK,7/1/19,FK,2,30,Lithospermum_incisum,LIIN,0.25,0.25,
SEK,7/2/19,FK,2,31,Coryphanthus_vivipara,COVI,0.25,0.25,
SEK,7/2/19,FK,2,31,Skinny_leaf_fuzzy_bottom,,0.25,0.25,
KJK,7/2/19,FK,2,32,Artemisia_frigida,ARFR,0.25,0.25,
KJK,7/2/19,FK,2,32,Taraxacum_officinale,TAOF,0.25,0.25,
KW_KJK,7/2/19,FK,2,33,Vulpia_octoflora,VUOC,0.25,0.25,
KW_KJK,7/2/19,FK,2,33,oenothera?_basal_rossette,P41,0.25,0.25,
KW_KJK,7/2/19,FK,2,33,Oenothera_waxy_leaves,,0.25,0.25,
KJK,7/2/19,FK,2,34,Moss,,0.25,,
KW_KJK,7/2/19,FK,2,35,Vulpia_octoflora,VUOC,0.25,0.25,
SEK,7/2/19,FK,2,36,Vulpia_octoflora,VUOC,0.25,0.25,
SEK,7/2/19,FK,2,36,Skinny_leaf_fuzzy_bottom,,0.25,0.25,
SEK,7/2/19,FK,2,36,Dung,,0.25,0.25,
SEK,7/2/19,FK,2,36,Lichen,,0.25,0.25,
KW,7/1/19,FK,3,37,Vulpia_octoflora,VUOC,0.25,0.25,
KW,7/1/19,FK,3,37,Allysum_desetorum,ALDE,0.25,0.25,
KW,7/1/19,FK,3,37,Moss,,0.25,0.25,
KW,7/1/19,FK,3,37,Lichen,,0.25,0.25,
KJK,7/1/19,FK,3,38,Vulpia_octoflora,VUOC,0.25,0.25,
KJK,7/1/19,FK,3,38,Lichen,,0.25,0.25,
KRW_KJK_SEK,7/1/19,FK,3,39,Basal_rosette,P41,0.25,0.25,
KRW_KJK_SEK,7/1/19,FK,3,39,Moss,,0.25,0.25,
KW,7/1/19,FK,3,41,Vulpia_octoflora,VUOC,0.25,0.25,
KW,7/1/19,FK,3,41,Taraxacum_officinale,TAOF,0.25,0.25,
KW,7/1/19,FK,3,41,Moss,,0.25,0.25,
KW,7/1/19,FK,3,41,Lichen,,0.25,0.25,
KJK,7/1/19,FK,3,42,conyza_canadensis,COCA,0.25,0.25,
KJK,7/1/19,FK,3,42,Moss,,0.25,0.25,
KJK,7/1/19,FK,3,43,Taraxacum_officinale,TAOF,0.25,0.25,
KJK,7/1/19,FK,3,43,Moss,,0.25,0.25,
SEK,7/1/19,FK,3,44,Carex_durescula,CADU,0.25,0.25,
KJK,7/1/19,FK,3,45,Skinny_leaf_fuzzy_bottom,,0.25,0.25,
KJK,7/1/19,FK,3,45,Lichen,,0.25,0.25,
KW,7/1/19,FK,3,46,Vulpia_octoflora,VUOC,0.25,0.25,
SEK,7/1/19,FK,3,47,Oenothera_suffruticosa,OESU,0.25,0.25,
SEK,7/1/19,FK,3,48,Bare Ground,,0.25,5,
KW,7/1/19,FK,3,49,Vulpia_octoflora,VUOC,0.25,0.25,
KW,7/1/19,FK,3,49,Taraxacum_officinale,TAOF,0.25,0.25,
KW,7/1/19,FK,3,49,Moss,,0.25,0.25,
KW,7/1/19,FK,3,49,Lichen,,0.25,0.25,
KJK,7/1/19,FK,3,50,Moss,,0.25,0.25,
KJK,7/1/19,FK,3,50,Lichen,,0.25,0.25,
KJK_SEK_KRW,7/1/19,FK,3,51,Vulpia_octoflora,VUOC,0.25,0.25,
KJK_SEK_KRW,7/1/19,FK,3,51,Lichen,,0.25,0.25,
KRW_KJK_SEK,7/1/19,FK,3,53,Vulpia_octoflora,VUOC,0.25,0.25,
KRW_KJK_SEK,7/1/19,FK,3,53,Taraxacum_officinale,TAOF,0.25,0.25,
KRW_KJK_SEK,7/1/19,FK,3,53,Moss,,0.25,0.25,
KJK_SEK_KRW,7/1/19,FK,3,54,Vulpia_octoflora,VUOC,0.25,0.25,forage quality in plot
KJK_SEK_KRW,7/1/19,FK,3,54,Coryphanthus_vivipara,COVI,0.25,0.25,forage quality in plot
KJK_SEK_KRW,7/1/19,FK,3,54,Artemisia_frigida,ARFR,0.25,0.25,forage quality in plot
KJK_SEK_KRW,7/1/19,FK,3,54,Taraxacum_officinale,TAOF,0.25,0.25,forage quality in plot
KJK_SEK_KRW,7/1/19,FK,3,54,Skinny_leaf_fuzzy_bottom,,0.25,0.25,forage quality in plot
KJK_SEK_KRW,7/1/19,FK,3,54,Lichen,,0.25,0.25,forage quality in plot
KRW_KJK_SEK,7/1/19,FK,3,52,Vulpia_octoflora,VUOC,0.25,0.25,
KRW_KJK_SEK,7/1/19,FK,3,52,Bare Ground,,0.25,2,
SEK,7/2/19,FK,2,19,Bouteloua_gracilis,BOGR,0,0,
KJK,7/2/19,FK,2,34,overlap,,0,,
SEK,7/3/19,FK,1,13,Aristida_purpurea,ARPU,,,
SEK,7/2/19,FK,1,1,Bouteloua_dactyloides,BODA,,,
KW,7/2/19,FK,2,21,Aristida_purpurea,ARPU,,,
KW,7/2/19,FK,2,23,Aristida_purpurea,ARPU,,,
SEK,7/2/19,FK,1,1,Vulpia_octoflora,VUOC,,,
SEK,7/2/19,FK,1,1,Artemisia_dracunculus,ARDR,,,
SEK,7/2/19,FK,1,1,Artemisia_frigida,ARFR,,,
SEK,7/2/19,FK,1,1,Linum_rigidum,LIRI,,,
KW,7/2/19,FK,2,26,Aristida_purpurea,ARPU,,,
SEK,7/2/19,FK,1,1,Opuntia_polycantha,OPPO,,,
SEK,7/2/19,FK,1,1,Plantago_patagonica,PLPA,,,
KJK,7/1/19,FK,2,28,Aristida_purpurea,ARPU,,,2.5% of spp comp plot clipped
SEK,7/2/19,FK,1,1,Taraxacum_officinale,TAOF,,,
SEK,7/2/19,FK,1,1,Asclepias_stenophylla,ASST,,,
SEK,7/2/19,FK,1,1,Coryphanthus_vivipara,COVI,,,
KW,7/2/19,FK,2,29,Aristida_purpurea,ARPU,,,
SEK,7/2/19,FK,1,1,Basal_rosette,P41,,,
SEK,7/2/19,FK,1,1,Skinny_leaf_fuzzy_bottom,,,,
SEK,7/2/19,FK,1,1,Lithospermum_incisum,LIIN,,,
SEK,7/2/19,FK,1,1,Lepidium_densiflorum,LEDE,,,
SEK,7/2/19,FK,1,1,Rock,,,,
SEK,7/2/19,FK,1,1,Dung,,,,
SEK,7/2/19,FK,1,1,Moss,,,,
SEK,7/2/19,FK,1,1,Lichen,,,,
SEK,7/2/19,FK,1,1,Mushroom,,,,
SEK,7/2/19,FK,1,1,Overlap,,,,
KW,7/1/19,FK,3,37,Aristida_purpurea,ARPU,,,
KW_KJK,7/2/19,FK,1,2,Bouteloua_dactyloides,BODA,,,2.5% of spp comp plot clipped
KJK,7/1/19,FK,3,38,Aristida_purpurea,ARPU,,,
KJK,7/1/19,FK,3,40,Aristida_purpurea,ARPU,,,
KW_KJK,7/2/19,FK,1,2,Vulpia_octoflora,VUOC,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Astragalus_gracilis,ASGR,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Artemisia_dracunculus,ARDR,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Linum_rigidum,LIRI,,,2.5% of spp comp plot clipped
KW,7/1/19,FK,3,41,Aristida_purpurea,ARPU,,,
KW_KJK,7/2/19,FK,1,2,Opuntia_polycantha,OPPO,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Plantago_patagonica,PLPA,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Taraxacum_officinale,TAOF,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Skinny_leaf_fuzzy_bottom,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Lithospermum_incisum,LIIN,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Lepidium_densiflorum,LEDE,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,ASER_Like_Woody,P49,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,oenothera?_basal_rossette,P41,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,opuntia_pads,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,oenothera_suffruticosa,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,silver_stuff_unk3,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Euphorbia_nutans,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Coryphanthus_vivipara,,,,2.5% of spp comp plot clipped
KJK,7/1/19,FK,3,42,Aristida_purpurea,ARPU,,,
KW_KJK,7/2/19,FK,1,2,Liatrus_punctata,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Oenothera_waxy_leaves,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Rock,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Dung,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Moss,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Lichen,,,,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,2,Mushroom,,,,2.5% of spp comp plot clipped
KW,7/1/19,FK,3,46,Aristida_purpurea,ARPU,,,
SEK,7/2/19,FK,1,3,Bouteloua_dactyloides,BODA,,,
KW,7/1/19,FK,3,49,Aristida_purpurea,ARPU,,,
KJK,7/1/19,FK,3,50,Aristida_purpurea,ARPU,,,
KJK_SEK_KRW,7/1/19,FK,3,51,Aristida_purpurea,ARPU,,,
SEK,7/2/19,FK,1,3,Vulpia_octoflora,VUOC,,,
SEK,7/2/19,FK,1,3,Artemisia_dracunculus,ARDR,,,
SEK,7/2/19,FK,1,3,Linum_rigidum,LIRI,,,
SEK,7/2/19,FK,1,3,Opuntia_polycantha,OPPO,,,
SEK,7/2/19,FK,1,3,Plantago_patagonica,PLPA,,,
SEK,7/2/19,FK,1,3,Taraxacum_officinale,TAOF,,,
SEK,7/2/19,FK,1,3,Asclepias_stenophylla,ASST,,,
SEK,7/2/19,FK,1,3,Coryphanthus_vivipara,COVI,,,
SEK,7/2/19,FK,1,3,Alyssum_desertorum,ALDE,,,
KJK_SEK_KRW,7/1/19,FK,3,54,Aristida_purpurea,ARPU,,,forage quality in plot
SEK,7/2/19,FK,1,3,Basal_rosette,P41,,,
SEK,7/2/19,FK,1,3,Skinny_leaf_fuzzy_bottom,,,,
SEK,7/2/19,FK,1,3,Lithospermum_incisum,LIIN,,,
SEK,7/2/19,FK,1,3,Lepidium_densiflorum,LEDE,,,
SEK,7/2/19,FK,1,3,Rock,,,,
SEK,7/2/19,FK,1,3,Dung,,,,
SEK,7/2/19,FK,1,3,Moss,,,,
SEK,7/2/19,FK,1,3,Lichen,,,,
SEK,7/2/19,FK,1,3,Mushroom,,,,
SEK,7/2/19,FK,1,1,Bouteloua_gracilis,BOGR,,,
KW_KJK,7/2/19,FK,1,4,Bouteloua_dactyloides,BODA,,,
KW_KJK,7/2/19,FK,1,2,Bouteloua_gracilis,BOGR,,,2.5% of spp comp plot clipped
SEK,7/2/19,FK,1,3,Bouteloua_gracilis,BOGR,,,
KW_KJK,7/2/19,FK,1,4,Astragalus_gracilis,ASGR,,,
KW_KJK,7/2/19,FK,1,4,dead_mustard_unk,,,,
KW_KJK,7/2/19,FK,1,4,Artemisia_dracunculus,ARDR,,,
KW_KJK,7/2/19,FK,1,4,Linum_rigidum,LIRI,,,
KW_KJK,7/2/19,FK,1,4,Opuntia_polycantha,OPPO,,,
KW_KJK,7/2/19,FK,1,4,Plantago_patagonica,PLPA,,,
KW_KJK,7/2/19,FK,1,4,Skinny_leaf_fuzzy_bottom,,,,
KW_KJK,7/2/19,FK,1,4,Lithospermum_incisum,LIIN,,,
KW_KJK,7/2/19,FK,1,4,Lepidium_densiflorum,LEDE,,,
KW_KJK,7/2/19,FK,1,4,ASER_Like_Woody,P49,,,
KW_KJK,7/2/19,FK,1,4,opuntia_pads,,,,
KW_KJK,7/2/19,FK,1,4,oenothera_suffruticosa,,,,
KW_KJK,7/2/19,FK,1,4,silver_stuff_unk3,,,,
KW_KJK,7/2/19,FK,1,4,Euphorbia_nutans,,,,
KW_KJK,7/2/19,FK,1,4,Coryphanthus_vivipara,,,,
KW_KJK,7/2/19,FK,1,4,Bouteloua_gracilis,BOGR,,,
KW_KJK,7/2/19,FK,1,4,Liatrus_punctata,,,,
KW_KJK,7/2/19,FK,1,4,Oenothera_waxy_leaves,,,,
KW_KJK,7/2/19,FK,1,4,Rock,,,,
KW_KJK,7/2/19,FK,1,4,Dung,,,,
KW_KJK,7/2/19,FK,1,4,Moss,,,,
KW_KJK,7/2/19,FK,1,4,Mushroom,,,,
SEK,7/2/19,FK,1,5,Bouteloua_dactyloides,BODA,,,
KJK,7/3/19,FK,1,6,Bouteloua_gracilis,BOGR,,,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Bouteloua_gracilis,BOGR,,,
SEK,7/2/19,FK,1,5,Carex_durescula,CADU,,,
SEK,7/2/19,FK,1,5,Artemisia_dracunculus,ARDR,,,
SEK,7/2/19,FK,1,5,Linum_rigidum,LIRI,,,
SEK,7/2/19,FK,1,5,Plantago_patagonica,PLPA,,,
SEK,7/2/19,FK,1,5,Taraxacum_officinale,TAOF,,,
SEK,7/2/19,FK,1,5,Asclepias_stenophylla,ASST,,,
SEK,7/2/19,FK,1,5,Coryphanthus_vivipara,COVI,,,
SEK,7/2/19,FK,1,5,Alyssum_desertorum,ALDE,,,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Bouteloua_gracilis,BOGR,,,
SEK,7/2/19,FK,1,5,Basal_rosette,P41,,,
SEK,7/2/19,FK,1,5,Skinny_leaf_fuzzy_bottom,,,,
SEK,7/2/19,FK,1,5,Lithospermum_incisum,LIIN,,,
SEK,7/2/19,FK,1,5,Lepidium_densiflorum,LEDE,,,
SEK,7/2/19,FK,1,5,Lygodesmia_juncea,LYJU,,,
SEK,7/2/19,FK,1,5,ASER_Like_Woody,P49,,,
SEK,7/2/19,FK,1,5,Rock,,,,
SEK,7/2/19,FK,1,5,Moss,,,,
SEK,7/2/19,FK,1,5,Lichen,,,,
SEK,7/2/19,FK,1,5,Mushroom,,,,
KJK,7/2/19,FK,2,20,Bouteloua_gracilis,BOGR,,,
KJK,7/3/19,FK,1,6,Bouteloua_dactyloides,BODA,,,
