"","Site","DxG_block","paddock","genus_species","species_code","Date","Season","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","percent_green","lifespan","growth_form","photosynthetic_pathway","leaf_thickness_.mm.","wet_leaf_weight_g","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Leaf_Area"
"335","TB",1,"LG","Plantago_patagonica","PLPA","5/25/22","Early",3,0,14,0,95,"annual","forb","C3",0.039,"0.0219","0.0594","0.0053",0.494
"336","TB",1,"MG","Plantago_patagonica","PLPA","5/25/22","Early",3.9,0,17,1,99,"annual","forb","C3",0.054,"0.0243","0.0477","0.0043",0.956
"337","TB",1,"HG","Plantago_patagonica","PLPA","5/25/22","Early",4.5,1,12,0,95,"annual","forb","C3",0.045,"0.0557","0.0625","0.0102",0.829
"338","TB",2,"LG","Plantago_patagonica","PLPA","5/26/22","Early",1.8,1,3,1,95,"annual","forb","C3",0.038,"0.016","0.0051","0.0022",0.354
"339","TB",2,"MG","Plantago_patagonica","PLPA","5/26/22","Early",4,14,46,2,97,"annual","forb","C3",0.059,"0.0227","0.1788","0.004",0.731
"340","TB",2,"HG","Plantago_patagonica","PLPA","5/26/22","Early",3.3,0,5,0,100,"annual","forb","C3",0.043,"0.0137","0.0106","0.0034",0.483
"341","TB",3,"LG","Plantago_patagonica","PLPA","5/26/22","Early",3.5,0,2,2,90,"annual","forb","C3",0.046,"0.0034","0.0006","1e-05",3.155
"342","TB",3,"MG","Plantago_patagonica","PLPA","5/26/22","Early",1.9,0,5,0,99,"annual","forb","C3",0.03,"0.0031","0.0203","0.0006",0.14
"343","TB",3,"HG","Plantago_patagonica","PLPA","5/26/22","Early",3.5,0,4,0,95,"annual","forb","C3",0.035,"0.0142","0.0103","0.0039",0.437
"344","TB",1,"LG","Polygonum_aviculare","POAV","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"345","TB",1,"MG","Polygonum_aviculare","POAV","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"346","TB",1,"HG","Polygonum_aviculare","POAV","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"347","TB",2,"LG","Polygonum_aviculare","POAV","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"348","TB",2,"MG","Polygonum_aviculare","POAV","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"349","TB",2,"HG","Polygonum_aviculare","POAV","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"350","TB",3,"LG","Polygonum_aviculare","POAV","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"351","TB",3,"MG","Polygonum_aviculare","POAV","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"352","TB",3,"HG","Polygonum_aviculare","POAV","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"353","TB",1,"LG","Poa_secunda","POSE","5/25/22","Early",6.6,1,1,0,98,"perennial","graminoid","C3",0.021,"0.0086","0.0014","0.0029",0.402
"354","TB",1,"MG","Poa_secunda","POSE","5/25/22","Early",5,0,2,0,98,"perennial","graminoid","C3",0.035,"0.0115","0.0069","0.0038",0.503
"355","TB",1,"HG","Poa_secunda","POSE","5/25/22","Early",9.6,1,4,0,95,"perennial","graminoid","C3",0.026,"0.0055","0.0062","0.0011",0.373
"356","TB",2,"LG","Poa_secunda","POSE","5/26/22","Early",6.5,0,2,0,75,"perennial","graminoid","C3",0.029,"0.0195","0.0062","0.0066",0.792
"357","TB",2,"MG","Poa_secunda","POSE","5/26/22","Early",11.1,1,3,2,90,"perennial","graminoid","C3",0.038,"0.0044","0.0512","0.0016",0.314
"358","TB",2,"HG","Poa_secunda","POSE","5/26/22","Early",4.7,1,2,0,95,"perennial","graminoid","C3",0.024,"0.0064","0.0034","0.0011",0.283
"359","TB",3,"LG","Poa_secunda","POSE","5/26/22","Early",3.6,1,1,1,60,"perennial","graminoid","C3",0.03,"0.0067","0.0044","0.0021",0.418
"360","TB",3,"MG","Poa_secunda","POSE","5/26/22","Early",3.4,0,3,0,99,"perennial","graminoid","C3",0.034,"0.0133","0.0052","0.0038",0.567
"361","TB",3,"HG","Poa_secunda","POSE","5/26/22","Early",4.8,1,3,0,95,"perennial","graminoid","C3",0.022,"0.007","0.0311","0.0017",0.395
"362","TB",1,"LG","Psoralidium_tenuiflorum","PSTE","5/25/22","Early",3.1,4,1,0,100,"perennial","forb","C3",0.045,"0.0375","0.0076","0.0063",1.043
"363","TB",1,"MG","Psoralidium_tenuiflorum","PSTE","5/25/22","Early",2.5,10,5,0,98,"perennial","forb","C3",0.042,"0.045","0.0618","0.0101",1.305
"364","TB",1,"HG","Psoralidium_tenuiflorum","PSTE","5/25/22","Early",4,3,4,0,99,"perennial","forb","C3",0.042,"0.0493","0.0345","0.0103",1.41
"365","TB",2,"LG","Psoralidium_tenuiflorum","PSTE","5/26/22","Early",4.6,3,2,0,100,"perennial","forb","C3",0.044,"0.534","0.0201","0.0087",1.473
"366","TB",2,"MG","Psoralidium_tenuiflorum","PSTE","5/26/22","Early",5,8,4,0,99,"perennial","forb","C3",0.028,"0.0495","0.0673","0.0089",1.722
"367","TB",2,"HG","Psoralidium_tenuiflorum","PSTE","5/26/22","Early",8.1,3,2,0,100,"perennial","forb","C3",0.054,"0.0597","0.0373","0.0113",1.831
"368","TB",3,"LG","Psoralidium_tenuiflorum","PSTE","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"369","TB",3,"MG","Psoralidium_tenuiflorum","PSTE","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"370","TB",3,"HG","Psoralidium_tenuiflorum","PSTE","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"371","TB",1,"LG","Sphaeralcea_coccinea","SPCO","5/25/22","Early",2.8,3,2,0,98,"perennial","forb","C3",0.038,"0.0256","0.0259","0.0064",0.738
"372","TB",1,"MG","Sphaeralcea_coccinea","SPCO","5/25/22","Early",2.9,2,6,0,98,"perennial","forb","C3",0.045,"0.0508","0.0324","0.014",1.353
"373","TB",1,"HG","Sphaeralcea_coccinea","SPCO","5/25/22","Early",2.9,7,11,0,99,"perennial","forb","C3",0.046,"0.0353","0.0717",NA,1.267
"374","TB",2,"LG","Sphaeralcea_coccinea","SPCO","5/26/22","Early",3.6,1,9,0,98,"perennial","forb","C3",0.043,"0.0539","0.0626","0.0127",1.654
"375","TB",2,"MG","Sphaeralcea_coccinea","SPCO","5/26/22","Early",1.6,2,4,0,95,"perennial","forb","C3",0.07,"0.0213","0.024","0.0064",0.766
"376","TB",2,"HG","Sphaeralcea_coccinea","SPCO","5/26/22","Early",2.5,0,6,0,98,"perennial","forb","C3",0.037,"0.0797","0.1244","0.0235",2.527
"377","TB",3,"LG","Sphaeralcea_coccinea","SPCO","5/26/22","Early",6.8,2,7,0,98,"perennial","forb","C3",0.041,"0.0617","0.0911","0.0139",1.764
"378","TB",3,"MG","Sphaeralcea_coccinea","SPCO","5/26/22","Early",3.6,1,6,0,95,"perennial","forb","C3",0.041,"0.0498","0.0569","0.0111",1.544
"379","TB",3,"HG","Sphaeralcea_coccinea","SPCO","5/26/22","Early",5.6,3,6,0,90,"perennial","forb","C3",0.035,"0.0726","0.0972","0.0171",2.216
"380","TB",1,"LG","Sporobolus_cryptandrus","SPCR","6/28/22","Late",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"381","TB",1,"MG","Sporobolus_cryptandrus","SPCR","6/28/22","Late",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"382","TB",1,"HG","Sporobolus_cryptandrus","SPCR","6/28/22","Late",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"383","TB",2,"LG","Sporobolus_cryptandrus","SPCR","6/29/22","Late",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"384","TB",2,"MG","Sporobolus_cryptandrus","SPCR","6/29/22","Late",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"385","TB",2,"HG","Sporobolus_cryptandrus","SPCR","6/29/22","Late",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"386","TB",3,"LG","Sporobolus_cryptandrus","SPCR","6/29/22","Late",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"387","TB",3,"MG","Sporobolus_cryptandrus","SPCR","6/29/22","Late",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"388","TB",3,"HG","Sporobolus_cryptandrus","SPCR","6/29/22","Late",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"389","TB",1,"LG","Taraxacum_officinale","TAOF","5/25/22","Early",4.5,0,10,0,65,"perennial","forb","C3",0.045,"0.0508","0.0786","0.0063",1.881
"390","TB",1,"MG","Taraxacum_officinale","TAOF","5/25/22","Early",3.6,0,9,0,85,"perennial","forb","C3",0.03,"0.0611","0.1068","0.004",2.18
"391","TB",1,"HG","Taraxacum_officinale","TAOF","5/25/22","Early",6.2,0,8,0,98,"perennial","forb","C3",0.043,"0.0921","0.0624","0.0156",3.866
"392","TB",2,"LG","Taraxacum_officinale","TAOF","5/26/22","Early",1.6,1,4,1,50,"perennial","forb","C3",0.03,"0.0169","0.0175","0.0032",0.887
"393","TB",2,"MG","Taraxacum_officinale","TAOF","5/26/22","Early",14.4,0,28,1,80,"perennial","forb","C3",0.02,"0.1655","0.569","0.0225",7.818
"394","TB",2,"HG","Taraxacum_officinale","TAOF","5/26/22","Early",5.4,0,29,0,95,"perennial","forb","C3",0.03,"0.1586","0.7394","0.0205",6.338
"395","TB",3,"LG","Taraxacum_officinale","TAOF","5/26/22","Early",3.1,0,2,0,60,"perennial","forb","C3",0.033,"0.1092","0.0209","0.0181",4.694
"396","TB",3,"MG","Taraxacum_officinale","TAOF","5/26/22","Early",2.9,0,5,0,100,"perennial","forb","C3",0.031,"0.0875","0.0308","0.0131",4.269
"397","TB",3,"HG","Taraxacum_officinale","TAOF","5/26/22","Early",4.5,0,4,0,80,"perennial","forb","C3",0.04,"0.0729","0.0398","0.0103",3.086
"398","TB",1,"LG","Tetraneuris_acaulis","TEAC","5/25/22","Early",4.4,5,11,0,95,"perennial","forb","C3",0.039,"0.0262","0.0756","0.001",0.771
"399","TB",1,"MG","Tetraneuris_acaulis","TEAC","5/25/22","Early",2.6,3,8,0,98,"perennial","forb","C3",0.044,"0.0114","0.0246","0.0022",0.238
"400","TB",1,"HG","Tetraneuris_acaulis","TEAC","5/25/22","Early",4.2,2,10,0,95,"perennial","forb","C3",0.056,"0.0107","0.0269","0.0165",0.345
"401","TB",2,"LG","Tetraneuris_acaulis","TEAC","5/26/22","Early",3.6,3,13,6,90,"perennial","forb","C3",0.062,"0.019","0.0595","0.0048",0.676
"402","TB",2,"MG","Tetraneuris_acaulis","TEAC","5/26/22","Early",4.6,4,15,1,65,"perennial","forb","C3",0.044,"0.0483","0.1295","0.0107",1.462
"403","TB",2,"HG","Tetraneuris_acaulis","TEAC","5/26/22","Early",8.5,5,32,0,90,"perennial","forb","C3",0.041,"0.0787","0.689","0.0194",2.145
"404","TB",3,"LG","Tetraneuris_acaulis","TEAC","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"405","TB",3,"MG","Tetraneuris_acaulis","TEAC","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"406","TB",3,"HG","Tetraneuris_acaulis","TEAC","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"407","TB",1,"LG","Tragopogon_dubius","TRDU","5/25/22","Early",16.5,1,21,5,90,"annual_biennial","forb","C3",0.034,"0.1888","0.631","0.0331",6.499
"408","TB",1,"MG","Tragopogon_dubius","TRDU","5/25/22","Early",19.9,1,14,1,95,"annual_biennial","forb","C3",0.057,"0.1674","0.0299","0.4185",5.517
"409","TB",1,"HG","Tragopogon_dubius","TRDU","5/25/22","Early",27,8,41,0,95,"annual_biennial","forb","C3",0.042,"0.3631","2.8576","0.0023",9.37
"410","TB",2,"LG","Tragopogon_dubius","TRDU","5/26/22","Early",20.4,3,32,0,95,"annual_biennial","forb","C3",0.039,"0.2835","1.3187","0.0474",7.815
"411","TB",2,"MG","Tragopogon_dubius","TRDU","5/26/22","Early",25.6,8,32,0,95,"annual_biennial","forb","C3",0.038,"0.24","1.4988","0.0419",8.033
"412","TB",2,"HG","Tragopogon_dubius","TRDU","5/26/22","Early",13.8,0,22,1,85,"annual_biennial","forb","C3",0.03,"0.113","0.4405","0.0221",3.856
"413","TB",3,"LG","Tragopogon_dubius","TRDU","5/26/22","Early",17.5,0,19,0,90,"annual_biennial","forb","C3",0.042,"0.1545","0.4813","0.0312",5.772
"414","TB",3,"MG","Tragopogon_dubius","TRDU","5/26/22","Early",17.6,5,15,0,80,"annual_biennial","forb","C3",0.027,"0.1367","0.4267","0.0255",5.148
"415","TB",3,"HG","Tragopogon_dubius","TRDU","5/26/22","Early",22.1,0,31,0,85,"annual_biennial","forb","C3",0.052,"0.1937","1.3209","0.0345",4.454
"416","TB",1,"LG","Tradescantia_occidentalis","TROC","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA
"417","TB",1,"MG","Tradescantia_occidentalis","TROC","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA
"418","TB",1,"HG","Tradescantia_occidentalis","TROC","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA
"419","TB",2,"LG","Tradescantia_occidentalis","TROC","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA
"420","TB",2,"MG","Tradescantia_occidentalis","TROC","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA
"421","TB",2,"HG","Tradescantia_occidentalis","TROC","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA
"422","TB",3,"LG","Tradescantia_occidentalis","TROC","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA
"423","TB",3,"MG","Tradescantia_occidentalis","TROC","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA
"424","TB",3,"HG","Tradescantia_occidentalis","TROC","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA
"425","TB",1,"LG","Vicia_americana","VIAM","5/25/22","Early",9.4,5,14,0,100,"perennial","forb","C3",0.027,"0.0709","0.2552","0.0167",3.325
"426","TB",1,"MG","Vicia_americana","VIAM","5/25/22","Early",9.5,3,10,0,95,"perennial","forb","C3",0.036,"0.0982","0.0249","0.1808",3.521
"427","TB",1,"HG","Vicia_americana","VIAM","5/25/22","Early",9.1,5,5,0,95,"perennial","forb","C3",0.038,"0.0741","0.1353","0.061",2.806
"428","TB",2,"LG","Vicia_americana","VIAM","5/26/22","Early",5.5,1,4,0,85,"perennial","forb","C3",0.037,"0.0568","0.0351","0.0126",2.123
"429","TB",2,"MG","Vicia_americana","VIAM","5/26/22","Early",12.6,2,7,0,98,"perennial","forb","C3",0.043,"0.0648","0.1597","0.0132",3.235
"430","TB",2,"HG","Vicia_americana","VIAM","5/26/22","Early",5.9,1,5,0,100,"perennial","forb","C3",0.04,"0.0324","0.0271","0.0085",1.464
"431","TB",3,"LG","Vicia_americana","VIAM","5/26/22","Early",6.6,1,9,0,83,"perennial","forb","C3",0.036,"0.0662","0.0987","0.0175",3.239
"432","TB",3,"MG","Vicia_americana","VIAM","5/26/22","Early",9.5,3,15,0,90,"perennial","forb","C3",0.039,"0.0724","0.3301","0.0206",2.881
"433","TB",3,"HG","Vicia_americana","VIAM","5/26/22","Early",8.5,0,21,1,90,"perennial","forb","C3",0.037,"0.0812","0.32","0.0188",3.263
"434","TB",1,"LG","Vulpia_octoflora","VUOC","5/25/22","Early",5.4,0,2,0,95,"annual","graminoid","C3",0.023,"0.0012","0.009","1e-05",0.094
"435","TB",1,"MG","Vulpia_octoflora","VUOC","5/25/22","Early",4.6,0,3,2,100,"annual","graminoid","C3",0.034,"0.0005","0.0058","0.0004",0.03
"436","TB",1,"HG","Vulpia_octoflora","VUOC","5/25/22","Early",5,0,2,3,80,"annual","graminoid","C3",0.027,"0.0005","0.0075","0.0194",0.03
"437","TB",2,"LG","Vulpia_octoflora","VUOC","5/26/22","Early",4.9,0,3,1,99,"annual","graminoid","C3",0.04,"0.0013","0.0098","1e-05",0.066
"438","TB",2,"MG","Vulpia_octoflora","VUOC","5/26/22","Early",3.4,0,3,0,90,"annual","graminoid","C3",0.037,"0.0006","0.002","1e-05",0.048
"439","TB",2,"HG","Vulpia_octoflora","VUOC","5/26/22","Early",4.6,0,3,0,97,"annual","graminoid","C3",0.03,"0.0002","0.0024",NA,0.021
"440","TB",3,"LG","Vulpia_octoflora","VUOC","5/26/22","Early",NA,NA,NA,NA,NA,"annual","graminoid","C3",0.035,"0.0006","0.005","1e-05",0.047
"441","TB",3,"MG","Vulpia_octoflora","VUOC","5/26/22","Early",NA,NA,NA,NA,NA,"annual","graminoid","C3",0.033,"0.0006","0.0029","1e-05",0.038
"442","TB",3,"HG","Vulpia_octoflora","VUOC","5/26/22","Early",NA,NA,NA,NA,NA,"annual","graminoid","C3",NA,"",NA,NA,NA
