"","Site","DxG_block","paddock","genus_species","species_code","Date","Season","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","percent_green","lifespan","growth_form","photosynthetic_pathway","leaf_thickness_.mm.","wet_leaf_weight_g","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Leaf_Area"
"338","FK",2,"LG","Tragopogon_dubius","TRDU","5/31/22","Early",19.4,3,18,0,95,"annual_biennial","forb","C3",0.033,"0.1563","0.6737","0.0294",4.932
"339","FK",2,"MG","Tragopogon_dubius","TRDU","5/31/22","Early",17.8,0,17,1,95,"annual_biennial","forb","C3",0.048,"0.1706","0.603","0.0326",5.877
"340","FK",2,"HG","Tragopogon_dubius","TRDU","5/31/22","Early",19.7,6,22,1,92,"annual_biennial","forb","C3",0.035,"0.1618","0.7619","0.0317",5.738
"341","FK",3,"LG","Tragopogon_dubius","TRDU","6/1/22","Early",21.8,1,19,1,95,"annual_biennial","forb","C3",0.055,"0.1697","0.8413","0.0327",5.366
"342","FK",3,"MG","Tragopogon_dubius","TRDU","6/1/22","Early",20.3,4,21,0,99,"annual_biennial","forb","C3",0.078,"0.2545","1.0875","0.0476",8.251
"343","FK",3,"HG","Tragopogon_dubius","TRDU","6/1/22","Early",12.8,0,19,0,90,"annual_biennial","forb","C3",0.055,"0.1218","0.3468","0.0227",4.176
"344","FK",1,"LG","Vicia_americana","VIAM","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"345","FK",1,"MG","Vicia_americana","VIAM","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"346","FK",1,"HG","Vicia_americana","VIAM","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"347","FK",2,"LG","Vicia_americana","VIAM","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"348","FK",2,"MG","Vicia_americana","VIAM","5/31/22","Early",NA,NA,NA,NA,NA,"","","",0,"",NA,NA,NA
"349","FK",2,"HG","Vicia_americana","VIAM","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"350","FK",3,"LG","Vicia_americana","VIAM","6/1/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"351","FK",3,"MG","Vicia_americana","VIAM","6/1/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"352","FK",3,"HG","Vicia_americana","VIAM","6/1/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"353","FK",1,"LG","Vulpia_octoflora","VUOC","5/30/22","Early",8.2,0,1,2,80,"annual","graminoid","C3",0.034,"0.0012","0.008","0.0001",0.071
"354","FK",1,"MG","Vulpia_octoflora","VUOC","5/30/22","Early",4.4,0,3,0,95,"annual","graminoid","C3",0.032,"0.0003","0.0027","1e-05",0.022
"355","FK",1,"HG","Vulpia_octoflora","VUOC","5/30/22","Early",5.2,0,2,1,90,"annual","graminoid","C3",0.045,"0.0012","0.0052","0.0001",0.062
"356","FK",2,"LG","Vulpia_octoflora","VUOC","5/31/22","Early",6.9,1,1,4,60,"annual","graminoid","C3",0.037,"0.0017","0.0102","0.0005",0.075
"357","FK",2,"MG","Vulpia_octoflora","VUOC","5/31/22","Early",9.1,0,2,1,95,"annual","graminoid","C3",0.033,"0.0007","0.0058","1e-05",0.049
"358","FK",2,"HG","Vulpia_octoflora","VUOC","5/31/22","Early",8,0,2,0,95,"annual","graminoid","C3",0.03,"0.0003","0.0063","1e-05",0.022
"359","FK",3,"LG","Vulpia_octoflora","VUOC","6/1/22","Early",7.6,1,2,5,90,"annual","graminoid","C3",0.03,"0.0006","0.0068","1e-05",0.029
"360","FK",3,"MG","Vulpia_octoflora","VUOC","6/1/22","Early",6.2,0,1,3,80,"annual","graminoid","C3",0.024,"0.0008","0.0056","1e-05",0.024
"361","FK",3,"HG","Vulpia_octoflora","VUOC","6/1/22","Early",6.1,0,1,2,70,"annual","graminoid","C3",0.037,"0.0013","0.0062","1e-05",NA
